class,comment,date,difficultyRatingRounded,qualityRating,thumbsDownTotal,thumbsUpTotal,professor,department,avgRating
CHE205,Decent lecturer. Exams are not very representative of lectures or homework. Will not respond to email or help in any way.  Seems to not care about students.,2016-01-18 12:15:24 +0000 UTC,4,2,0,2,Kendall Thomson,Chemical Engineering,3.0
CHE205,greeat,2015-01-13 19:25:40 +0000 UTC,3,5,2,0,Kendall Thomson,Chemical Engineering,3.0
CHE320,"He will NOT REPLY TO E-MAILS, so don't try. He is a good prof who wants to teach and not research. Only reason he is still at Purdue, is because he likes to teach the students. He is also BRILLIANT, but is also laid-back. He tests on the ESSENTIALS for ALL his classes.",2014-12-25 04:48:59 +0000 UTC,2,4,1,0,Kendall Thomson,Chemical Engineering,3.0
MA265,Funny teacher that made me actually want to go to class. His powerpoint lectures were helpful and the in class examples were often similar to test questions (if you miss class you cant see these examples). Always welcomes questions during class and asks class if they understand throughout the lesson,2026-05-06 03:36:56 +0000 UTC,3,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA265,"Professor K lectured in a way that a TA talks to their students. He would only lecture the students that sat up front and debated math theory with him. He's old school, and lectures from the slides.",2026-04-28 15:54:53 +0000 UTC,4,1,0,0,Susitha Karunaratne,Mathematics,4.6
MA265,"I appreciate all the examples given in class since it walks through how to apply the concepts taught in the lecture notes. True/false questions are especially helpful. Aways has time during office hours.
The lectures were all very clear and does a good job with his review sessions and helpful materials to prepare for exams. ",2025-12-31 22:19:46 +0000 UTC,1,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA265,"He did a great job teaching the class. Very funny and made the 7.30 class interesting.
Always willing to help. If you come to the lectures and take good notes you will do well in the class.",2025-12-26 03:06:35 +0000 UTC,1,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA265,Great one-on-one. Had the chance to see him explain something to one of his MA 166 students. He was as clear as that one Indian guy on YouTube teaching you the concept better than your high school math teacher. Claims he cannot physically roll his eyes at students. Caring and funny. He did a good job given that it was his first time teaching MA 265,2025-12-25 00:28:37 +0000 UTC,1,4,0,0,Susitha Karunaratne,Mathematics,4.6
MA265,I'm a freshman and Professor K is one of the best professors I have. Very caring about how you're doing individually in the class and will ensure he meets with you during office hours. He is a great lecturer and makes a complicated curriculum very manageable. Makes some jokes and keeps the mood light during lectures. Overall great professor!!!,2025-12-24 02:19:05 +0000 UTC,3,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,Professor K cares so much about his students. The course is mostly dictated by the course coordinator but he will still try to help as much as he can. He really encourages engagement and teaches you the best way to study for the course. He can sometimes be behind in the content so you need to teach yourself but it is worth it. ,2025-12-18 18:38:30 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA25500,Made linear algebra into a joy. Lectures are good. He is a fun person so I always wanted to go to lecture even though it was not mandatory. Provides good examples for review. Provides multiple choice questions to help understand the theory behind linear as well as the math. Exams are standardized for this course but I felt prepared thanks to him.,2025-12-12 22:46:30 +0000 UTC,3,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,This is an amazing professor who teaches calculus I extremely well. I will say he made a considerable amount of mistakes during notes and does not always finish them during class because he spends too much time reviewing easier concepts. He is honestly a really funny guy though and wants you to succeed in his class. Go to office hours if needed.,2025-12-11 02:33:11 +0000 UTC,2,4,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,He is a great teacher. explains things very well. If you come to class it is an easy class.,2025-12-03 17:26:28 +0000 UTC,1,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,"I took Professor K for Summer 2025. Overall, he's a good professor. The exams are pretty easy if you do the Achieve reviews and homework. He replies to emails fairly quickly, and the completed notes he provides are super helpful for studying. Definitely a manageable class if you keep up with the work.",2025-08-05 16:18:49 +0000 UTC,2,4,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,"I had Prof K in MA 265 during spring 2025 semester. He was great, funny and very caring. He was very helpful to me in understanding the material. If you go to his office hours he will take the time to explain the material to you.",2025-05-18 16:23:38 +0000 UTC,5,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"**I had Prof. K for linear algebra, MA265**

 He gets really funny about halfway into the semester and drops some insane lore. He's nice in class, but rude in office hours... I got eyes rolled at me when I went to ask for exam help, so never went back again. So overall, great in classroom, not good one-on-one. ",2025-05-08 01:16:09 +0000 UTC,3,3,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,Prof K is very helpful. He took time outside of the class to help me with understanding the material better. He is very friendly and easy to work with. ,2025-04-10 15:59:27 +0000 UTC,1,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA16020,"He gives students several opportunities to attempt to answer his questions given during class. Thus if you're one of the top scholars, feel free to interact with him, in and out of the lectures, his office hours are fun as well.",2025-04-01 19:10:21 +0000 UTC,3,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"Prof K was always ready to help outside of class, which was great news 'cause I could never get up at 7:30 for his lectures. I'd taken CALC before so I did the HWs till I got stuck and just went to his office hours instead of attending the lectures as I'd heard most of it was just review. ",2025-01-29 15:37:06 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,He was a great teacher. Always willing to help. If you attend his office hours he will take as much as time explaining the material until you understand. ,2024-12-31 15:14:15 +0000 UTC,5,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"MA 158, not 160! Prof. K is a very funny guy and is willing to help you out. Sometimes frustrating to ask for help because he will do a problem halfway and then say you can figure out the rest. He would frequently use a lot of class time to review material instead of covering the new content, which set us behind. Homework platform is annoying. ",2024-12-06 16:39:39 +0000 UTC,2,3,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"Appreciated that he always had office hours after class so you can drop in and further understand the lecture right afterwards. Even when most people didn't go, he was always there to provide guidance. Overall he did a good job of explaining the content, although I did already take calculus back in high school.",2024-02-29 07:03:54 +0000 UTC,3,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"Made coming to lecture at 7:30 in the morning worth it! Spends the first few minutes of class teaching the concepts as straightforwardly as possible, and then the rest of the time is spent applying the concepts on problems that look just like the ones on homework and exams. Shows genuine care and interest for his students' learning. ",2024-01-03 18:44:14 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA16010,"He is the best Math instructor I ever had. He is funny and keep the class enjoyable. If you came to class everyday and reach out to him when you have questions, you will do very well in the class.",2023-12-18 14:23:30 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,Prof K is super nice and willing to help you understand the concepts. The class is overall pretty easy. Prof K can tend to not finish all the examples in class which can sometimes lead to confusion.,2023-12-15 23:13:52 +0000 UTC,2,4,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"Prof K. is s great guy. He goes above and beyond to give you everything you need to succeed, and always makes himself available if you have any questions at all. Always comes into class with a great attitude and tries his best to make MA160 fun.",2023-12-12 20:49:21 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,"I loved MA1610 with Professor K! He is super accessible and really wants to see you do well. He also tries to make his lectures interesting and funny, which I appreciate considering how tedious math can be at times. As long as you study for the exams, you should have no problem doing well in the class. Professor K is a fantastic teacher.",2023-12-12 20:30:36 +0000 UTC,2,5,0,0,Susitha Karunaratne,Mathematics,4.6
MA-160,Professor had a tendency to not fully complete problems/leave them half down and claim we knew how to do the rest. He also sometimes would only cover a few problems in lecture and then the homework would have one of those problems and then 8 more that weren't covered in lecture. Felt more like I was teaching myself.,2023-12-06 16:12:08 +0000 UTC,3,3,0,0,Susitha Karunaratne,Mathematics,4.6
MA266,"I normally skip lectures for most classes, but these lectures actually taught me stuff which is surprising for Purdue. I would really recommend taking dr xu's ma266 lectures if you want to be able to learn nearly everything just in class.",2026-05-06 02:57:57 +0000 UTC,3,5,0,0,Ping Xu,Mathematics,4.6
MA266,"Dr. Xu if one of my favorite math profs ive ever had. She might be the new chen of purdue. She is an excellent lecturer, if you have her you are in really good hands. 10/10 ",2026-04-23 15:06:36 +0000 UTC,3,5,0,0,Ping Xu,Mathematics,4.6
MA265,"super clear notes and very organized
lectures were easy to understand and clearly communicated",2025-10-13 21:48:50 +0000 UTC,3,5,0,0,Ping Xu,Mathematics,4.6
MA265,Great lectures and really helps make sure everyone understands the material and posts great notes to brightspace. The content is hard and challenging but ping makes it easier,2025-05-09 05:53:47 +0000 UTC,3,5,0,0,Ping Xu,Mathematics,4.6
MA265,Good professor. I didnt go to lecture cause im ferda. But the 3 times i went she seemed chill,2025-04-30 03:37:27 +0000 UTC,2,5,0,1,Ping Xu,Mathematics,4.6
MA265,"Prof. Xu is a good lecturer with detailed notes that she posts for every lecture, which is very helpful. The course content is difficult and time-consuming, but Prof. Xu makes it more reasonable. ",2025-04-23 19:38:02 +0000 UTC,4,3,0,0,Ping Xu,Mathematics,4.6
MA26500,goated professor goated notes ,2025-04-22 17:09:13 +0000 UTC,1,5,0,0,Ping Xu,Mathematics,4.6
MA266,This mad lad is dedicated to her craft. This year she pulled an all-nighter to make sure we still got the content after flying back from Washington at like 4 in the morning. Notes were amazing.,2024-12-18 01:42:45 +0000 UTC,2,5,0,0,Ping Xu,Mathematics,4.6
MA266,Amazing professor with great notes. I was not actually in her section but went to her lectures instead of my actual prof.,2024-12-09 01:03:33 +0000 UTC,2,5,0,0,Ping Xu,Mathematics,4.6
MA265,"If Ping Xu has a million fans, then I am one of them. If Ping Xu has ten fans, then I am one of them. If Ping Xu has only one fan then that is me. If Ping Xu has no fans, then that means I am no longer on earth. If the world is against Ping Xu, then I am against the world.

Anyways Ping Xu is the goat. Great written notes, wish I had her for 266.",2024-10-10 13:56:47 +0000 UTC,2,5,0,0,Ping Xu,Mathematics,4.6
MA265,"Ping Xu was excellent at communicating and explaining linear algebra-based content. I had her for MA266 and MA265. I chose to take her for MA265 because I enjoyed her teaching style from MA266. She spent about half of the lecture on examples and half of the lecture on theory, which helped when taking the exams. This helped for taking exams.",2024-06-17 21:41:25 +0000 UTC,2,5,0,1,Ping Xu,Mathematics,4.6
MA266,"I really liked Ping Xu, she was really bright and energetic. She was great at preparing students for the exam, like she would have very clear study guides with examples in the textbook. Fair homework and exams.",2024-06-05 06:07:19 +0000 UTC,3,5,0,2,Ping Xu,Mathematics,4.6
MA265,"Professor Xu is a great lecturer. Attendance was never required but I always went because I thought she was great. The class sucked in general, but that is nothing on Professor Xu. She does not record and post her lectures, but her notes are incredibly detailed and organized, and she always uploads them to Brightspace.",2024-05-27 00:04:33 +0000 UTC,3,5,0,1,Ping Xu,Mathematics,4.6
MA26500,"She did an excellent job at explaining the more abstract concepts in Linear Algebra. Lectures are full of examples similar to those found on exams, and her notes are very organized and thorough. Highly recommend her for MA 265. ",2024-05-12 00:17:53 +0000 UTC,3,5,0,1,Ping Xu,Mathematics,4.6
MA26500,"Her notes are golden!! very helpful and kind, but sometimes talks too fast",2024-04-25 19:43:42 +0000 UTC,3,4,0,0,Ping Xu,Mathematics,4.6
MA265,"Dr. Xu taught excellently. She graded our exams in time to have the scores out on the next day, and shared excellent, organized study materials. Her homework schedule was forgiving as well, with homework sets due the evening of the subsequent lecture. She encourages asking questions, and walks through everything in a easy-to-understand manner.",2024-04-23 21:56:19 +0000 UTC,3,5,0,2,Ping Xu,Mathematics,4.6
MA266,"Professor Xu's lectures are engaging and thorough. The concepts are explained very clearly and the notes are well organized, making them great study tools. Lots of in-class examples are provided and very closely match the types of questions asked on the exams. I highly recommend her as a professor.",2024-03-22 21:18:20 +0000 UTC,2,5,0,3,Ping Xu,Mathematics,4.6
MA266,Ping xu was very organized and always helped her students when needed. Probably one of the best math professors at Purdue.,2024-01-16 16:41:59 +0000 UTC,2,5,0,3,Ping Xu,Mathematics,4.6
MA266,"I like Professor Xu's lectures. She gives a lot of example problems in her lectures. Additionally, she is very quick to respond to any emails you send. Finally, she creates a very nice study guide for her students before the exams. ",2022-12-14 15:31:51 +0000 UTC,3,5,0,5,Ping Xu,Mathematics,4.6
MA265,"Won't disclose anything about exam grades, how much curves will be, etc. Won't curve in-person sections separately from online sections (despite allowing online sections to essentially cheat on every exam with no timer and no confirmation of proctors being legitimate). Really bad communication with students (piazza was closed before final scores). ",2022-08-10 18:45:12 +0000 UTC,3,2,5,0,Ping Xu,Mathematics,4.6
MA265,"Do not take her summer classes.

1) Sections not curved separately.

2) Lectures don't have helpful examples. 

3) quizzes and lectures aren't well lined-up. e.g. Quiz 5 on ""4.1 material"" was actually on 4.2 material. 

4) student responses on piazza are better than lectures lol. 

Fall/Spring probably a lot better. ",2022-07-07 01:43:20 +0000 UTC,3,2,4,0,Ping Xu,Mathematics,4.6
MA266,"Very good lectures, sometimes they were too theory heavy but you'll eventually figure out what actually matters. Ping also responds super fast and you receive your exam grades back within a couple days. She also provides a very good and clear study guide before the exam, which helps eliminate the extraneous content. Definitely recommend!",2022-04-21 23:20:38 +0000 UTC,2,4,0,5,Ping Xu,Mathematics,4.6
MA266,"I had Prof Xu during Spring 2020 semester. She was already great before the pandemic hit (clear lectures, posted notes, very responsive to emails, and quick grading), but she was just as awesome after. She was one of the only profs this semester who gave straight letter grades out, instead of curving down due to higher averages. Highly recommend!",2021-04-28 17:37:10 +0000 UTC,3,5,0,3,Ping Xu,Mathematics,4.6
MA265,She is super nice and great to talk with. Her lectures are very clear and easy to follow. The exams she makes are very fair and definitely help prepare you for the whole course final.,2020-11-20 01:05:59 +0000 UTC,3,5,0,4,Ping Xu,Mathematics,4.6
MA26500,"Her tests are a lot more reasonable than the other MA 26500 professors because she adds multiple choice and short answer questions. Her lectures are easily understandable; if you go to lecture it is easier to understand material because she explains it, but she does post her written notes online too. She also grades super quick!",2019-12-11 20:37:29 +0000 UTC,3,5,0,1,Ping Xu,Mathematics,4.6
EAPS375,"Very thought-provoking class that thankfully is graded lightly. The professor introduces his viewpoints but encourages us to all think on our own, and is very enlightening towards important issues in the world as they relate to his class. I'm glad I decided to get my great issues credit from this class, as I'm definitely going to take away a lot.",2026-05-06 16:39:39 +0000 UTC,1,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,Lectures can move pretty quick but they're interesting. The workload is really light and you can tell he really cares about his students.,2026-04-30 20:31:37 +0000 UTC,1,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"There's a lot of content, but slides are always posted for review and the topics given are interesting. You learn not only about fossil fuels themselves and how they work, but also history behind them and how our society revolves around them. Teacher is very kind and courteous.",2026-02-16 15:29:03 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Extremely fun professor. He's passionate about the subject, engaging in lectures, encourages genuine discussion, explains the material thoroughly and meaningfully, and clearly cares about his students. Assignments were all narrative based, requiring you take a position and write about it in discussion posts and quizzes. Great class and an easy A.",2026-01-11 02:13:16 +0000 UTC,1,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,Great professor ,2026-01-01 12:58:46 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS312,"A really nice professor, many assignments and projects, attendance is needed, but everything is not too hard if you love geography, only need you to pay attention, lectures are interesting, just like telling stories, there also have some funny short talks, you will never feel boring, he loves his students and always smile to them, like a old friend",2025-12-21 13:16:51 +0000 UTC,3,5,0,2,Dean Ballotti,Elementary Education,4.4
EAPS375,"I took EAPS375 with professor Ballotti this semester and overall its been great, the lecture slides are very good and the professor talks at a good pace, information that we need to know was covered well. Quizzes are what took up about half of the course's grade and you have to answer them thoroughly to do well. Overall good experience.",2025-12-18 22:06:35 +0000 UTC,3,4,0,0,Dean Ballotti,Elementary Education,4.4
EAPS312,"Chill and funny dude. Lots of small but easy assignments and discussions. Unit projects were chill, really enjoyed my time.",2025-12-09 03:32:42 +0000 UTC,3,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Prof. Ballotti is very passionate, very knowledgeable, and very engaging as a professor. I got more out of his class than I thought I would. Would love to take more classes with him. ",2025-12-02 20:27:40 +0000 UTC,1,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Although this course is completely online that winter, he read through the discussion posts and tried his best to communicate with student. A great professor. ",2025-04-28 23:34:57 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Prof Dean is very passionate about the subject, and I enjoyed this class more than I thought I would. I learned a lot, and his lectures are very detailed and engaging. There is some busy work involved as well as quizzes every couple weeks and a group paper at the end, but there's no final exam. Pretty light, manageable workload.",2024-05-09 06:39:25 +0000 UTC,2,4,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,Great professor doing his best to teach this class! Very grateful for the time I got to spend with him,2023-12-24 23:03:06 +0000 UTC,1,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Great professor, very passionate and cares about his students. Would take more classes by him, nice guy.",2022-12-07 16:42:23 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Dr. Ballotti is a very passionate lecturer. He is a great advocate for science literacy! My only complaint is that for Maymester '22, we had a small group assignment every single day and then one final semester paper... with our group, but that's how the world works. Overall, very easy class and you become more scientifically literate and aware!",2022-06-10 13:55:56 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"One of the best professors Ive had a Purdue. His passion and knowledge on what hes teaching made the class really enjoyable and informative. Even with the entirely online format, the course was well organized and engaging.",2022-02-02 02:01:09 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,One of my favorite professors at Purdue. His lectures were very engaging and I really appreciated how knowledgeable and passionate he was about the subjects. Online classes can be kind of a drag but he really did his best to make it work and I felt that the content/ workload/ expectations for the course were very organized and manageable.,2022-02-02 01:58:22 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS111,"He cares a lot about what he teaches, cheerful old man! Get ready to read a lot.",2021-06-24 22:55:30 +0000 UTC,2,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS102,"He's incredibly passionate about what he teaches. His class might be tad difficult, but he posts very comprehensive study guides, so if you study at least a little and actually focus on what he says in lectures (incredibly dense, but just pay attention and be ready to take notes) you'll do fine.",2019-10-15 00:56:24 +0000 UTC,3,5,0,0,Dean Ballotti,Elementary Education,4.4
EAPS375,"Taught the subject well and was clearly passionate about it. Graded fairly, and although there was a significant amount of work it was not difficult.",2019-06-11 17:33:24 +0000 UTC,2,4,0,0,Dean Ballotti,Elementary Education,4.4
EAPS102,"With Ballotti you either really like him or you really dont. Personally I think hes great. Hes a big believer in the education before the grade and supporting students where needed. Yes he does go down rabbitholes at time, but only because hes really passionate and knowledgeable about his field. Hes also great with the dad jokes.",2019-05-02 05:32:50 +0000 UTC,3,4,0,0,Dean Ballotti,Elementary Education,4.4
EAPS102,"Dean was a terrible teacher, nice guy but he can't teach worth a darn. We were assigned to our lab groups so good luck if you get a bad group. All points are based on your lab partner's success. Exams are very poorly written and Dean is no help in his study sessions. Very off topic and doesn't get the job done.",2015-06-24 19:58:50 +0000 UTC,1,1,3,1,Dean Ballotti,Elementary Education,4.4
EAPS102,"He's the most knowledgeable professor in his field I have ever had. He tends to be so knowledgeable, in fact, that he can go on tangents that get you interested in the class, but may not be necessarily on topic.  He is motivating, understanding, and inspiration and makes you love science, or at least appreciate it for what it is. I loved him!",2015-04-13 21:17:59 +0000 UTC,1,4,3,1,Dean Ballotti,Elementary Education,4.4
EAPS102,he was horrible. always talked about things we didn't need to know. tests were ridiculous... he would give us F's if you did bad on 2 questions out of alot. he is rude and this class is pointless,2014-03-07 08:49:41 +0000 UTC,2,1,1,1,Dean Ballotti,Elementary Education,4.4
hist-105,"Fall 2025. He is passionate for the topics and students, and a super caring professor! Office hours for this class are essential; he will break down all of the most important content for the exams which the grade is fully dependent on. He will literally explain everything over again until you understand, but he posts nearly no lecturecontent online",2026-05-06 18:14:24 +0000 UTC,2,5,0,0,Of Ford,Liberal Arts,3.1
hist-105,"The only grades are the short-answer tests done every 2 weeks, but they have a generous curve and are not super difficult if you show up to lecture and pay attention. Ford has a lot of knowledge on the material and is willing to answer any questions asked. Tests have questions that are sometimes very niche, despite the material being super general.",2026-04-17 17:09:20 +0000 UTC,2,4,0,0,Of Ford,Liberal Arts,3.1
hist-105,"Honestly, a real cool guy. Went to his office hours and he really cares about his students.",2026-03-16 00:43:47 +0000 UTC,1,5,0,0,Of Ford,Liberal Arts,3.1
hist-105,"He's a nice person and all, but lecture slides provide 0 information about the course content. No recorded lectures. Talks super fast making it hard to take notes on everything. Grade is entirely on exams but with an extremely heavy curve. A 7:30 section didn't help. Overall if the course was better organized, this would've been a great class.",2025-12-08 05:10:37 +0000 UTC,5,2,0,0,Of Ford,Liberal Arts,3.1
hist-105,Little tough but overall good expierence,2025-12-05 07:59:13 +0000 UTC,2,5,0,0,Of Ford,Liberal Arts,3.1
hist-105,"Best history Professor I ever had. I honestly love his class. Pretty heavy tests though but he does put a 32% curve on them so it's worth it. Go to the review sessions because that can make a big change for your grade. BTW his initials are O.T.

He helps with the history club and puts on a lot of fun events for the club.",2025-12-05 05:31:56 +0000 UTC,3,5,0,0,Of Ford,Liberal Arts,3.1
hist-105,Probably my facorite proffessor ever. He's easy to understand and his HIS 123 is a blast. He's extremely kind to everyone and is an amazing person. Grades fairly and actually helps you learn. I genuinely enjoy his classes and hope to have more of him.,2025-12-05 05:24:16 +0000 UTC,3,5,0,0,Of Ford,Liberal Arts,3.1
hist-105,"not at all good, route learning ",2025-10-17 16:46:40 +0000 UTC,3,1,0,0,Of Ford,Liberal Arts,3.1
hist-105,lectures were a nightmare,2025-09-03 01:31:31 +0000 UTC,2,1,0,0,Of Ford,Liberal Arts,3.1
hist-105,"Overall the professor is good, but you cannot miss any lectures. The slides are messy and do not contain any helpful information. You will be quizzed on the information he mentions super quickly only once. The quizzes are super random. It doesn't seem that he has any structure during his lectures. Discussed politics for the whole class once. ",2025-02-10 18:02:21 +0000 UTC,4,3,0,0,Of Ford,Liberal Arts,3.1
hist-105,"The course is hard because there is so much content (Survey of global history) and his slides could be better, but he is a good professor; very knowledgeable, enjoyable to listen to, and wants you to succeed.  Go to the review sessions and study before the tests. ",2025-01-26 20:24:26 +0000 UTC,4,4,0,0,Of Ford,Liberal Arts,3.1
hist-105,"Hard to take notes from as his powerpoints tend to not have any bullets or notes on it and lectures are not recorded online so it's an inconvenience if you miss class, especially considering that all the tests are based solely on the smallest things he says in the lecture. However, there's a heavy curve making it easier to get a good grade.",2025-01-13 21:50:30 +0000 UTC,2,3,0,0,Of Ford,Liberal Arts,3.1
hist-105,"   The tests are like trivia games that pick random small things he said from lectures that you probably missed or couldn't write down because he was rambling so fast. Messy lectures. No study guide. However, the test is curved very heavily. Not too hard to get a decent grade but incredibly stressful as every test is a big guessing game. ",2025-01-13 10:54:23 +0000 UTC,4,2,0,0,Of Ford,Liberal Arts,3.1
hist-105,"The course is graded on tests which cover lecture material, which is purely verbal with no slideshows, no transcripts. Hard to hear at points, talks fast. The lectures content is hard to follow and jumps frequently. Incorrectly presented some history (Opium Wars). The tests were strange in topics picked, trivia like. Professor quite rude at times.",2024-12-22 00:22:47 +0000 UTC,5,1,0,0,Of Ford,Liberal Arts,3.1
hist-105,"He speaks very fast in class and the lectures are not recorded. If you miss anything he says, you are done for because he doesnt upload any notes or lecture content. If you want to get good grades, you will have to type like a maniac and listen to each and every word he says. The saving grace is that all tests are curved well.",2024-12-09 23:06:37 +0000 UTC,4,2,0,2,Of Ford,Liberal Arts,3.1
hist-105,"His lectures are just him rambling with no clear emphasis on what is important. Slides show no information outside of pronunciations and maps. He also provides no study material, so it is impossible to predict what material will be tested.",2024-12-07 21:37:32 +0000 UTC,5,1,0,2,Of Ford,Liberal Arts,3.1
hist-105,"Hes a pretty chil guy, but crams a lot of info in each lecture. attendance is not mandatory, but you're cooked if you dont pay attention to every second. every test and exam is curved, which is amazing.",2024-12-06 20:21:38 +0000 UTC,3,4,2,1,Of Ford,Liberal Arts,3.1
CE483,"He talks the entire lecture, even during his examples. Try to listen for his tips as the rest of his work is already in the notes--he just re-does them on the board. Exams are tough but there is partial. ",2026-05-06 16:40:02 +0000 UTC,4,4,0,0,Antonio Bobet,Civil Engineering,2.9
CE483,"Lectures can get a little boring, but he is clear and good at explaining. He cares about his students, and if you attend class/ office hours, he is extremely helpful. Exams are open notes and very fair. Great guy and genuinely just wants you to do well. Pretty sure all of the bad reviews are from people who never went to class and didn't try",2024-03-20 22:38:49 +0000 UTC,3,5,0,0,Antonio Bobet,Civil Engineering,2.9
CE483,There are multiple professors who teach CE 483. Bobet's grade average is a C while students who get Salgado and Prezzi usually get As. Bobet just does really hard hw and tests while the other two do projects so you should take them. Bobet hates using units and variables in his notes for working out problems which makes it very hard to follow.,2022-03-25 01:01:13 +0000 UTC,5,2,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,80% of the class stopped attending after the first few weeks as his lectures are pretty much pointless to attend and doesn't help you a bit for the exams. Exams are nothing like class or HW problems and he is the harshest grader I have ever come across. Avoid at any cost.,2019-12-19 08:12:23 +0000 UTC,5,1,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,"The class average for exams are around 45%, so either all of us are idiots or he doesn't know how to teach and makes the class a lot more difficult than it needs to be. You are pretty much on your own in his class, and harshest grader I have ever seen.",2019-12-18 04:49:49 +0000 UTC,5,1,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,His exams are incredibly hard and do not relate to the homework. Also very concept heavy and does not complete problems. Will leave you in the air on how to complete a problem,2019-12-05 18:46:29 +0000 UTC,4,2,0,0,Antonio Bobet,Civil Engineering,2.9
CE483,"Took the course with a different professor that was a train wreck and should have withdrawn. Took again with Bobet and got A. If you care, do your work, attend class, visit him during office hrs with questions, this class is very passable.",2017-11-20 20:36:54 +0000 UTC,4,5,0,0,Antonio Bobet,Civil Engineering,2.9
CE483,"Talks too fast and doesn't provide decent notes online. He'll say a lot of if's and conditions that are really important but won't write them down. If you miss what he said, didn't understand him, or God forbid miss a class, then tough luck.",2017-04-06 21:35:40 +0000 UTC,4,2,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,"His class is helpful, but the class material and homework don't help too much for the exam since the exam is hard",2014-08-12 12:52:04 +0000 UTC,5,4,1,0,Antonio Bobet,Civil Engineering,2.9
CE483,"Really nice and very intelligent. Sometimes goes through lectures too fast. Tests were open note/book, but still very hard. TA's office hours were extremely helpful, as he would walk though the entire homework assignment with you. I would've struggled a lot without the TA.",2013-03-24 17:50:25 +0000 UTC,5,2,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,"Exams were tough. He really wants students to understand the material. His explanation in step by step problem solving is clear, but homework were almost impossible. His office hour was helpful to solve HW",2012-06-04 15:18:42 +0000 UTC,5,4,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,"I thought he did a relatively good job of teaching the course content. Lecture helped me to understand, and the examples were especially helpful. It is a very hard class though.",2012-04-24 22:46:45 +0000 UTC,4,4,0,0,Antonio Bobet,Civil Engineering,2.9
CE298,"Absolutely useless as a teacher. Calls students out for not paying attention in a lecture hall of 200+. Spends the entire lecture talking, with no visual notes of whats being said, and spends last 5 mins attempting an example that he never has time to finish.  Written exams look nothing like homework or class examples and the final was impossible.",2010-05-12 09:02:58 +0000 UTC,5,2,0,0,Antonio Bobet,Civil Engineering,2.9
CE483,Does not curve grades even if average is fifty something. He seems like a nice guy but when it comes to it he really really does not care about you as a student. Oh and in his mind he's always right and will not change his mind no matter what you do/say. I wish I had never taken this class with this professor.,2009-05-13 18:59:33 +0000 UTC,4,3,0,1,Antonio Bobet,Civil Engineering,2.9
CE298,No Comments,2008-05-20 14:12:58 +0000 UTC,4,4,1,0,Antonio Bobet,Civil Engineering,2.9
CE298,No Comments,2008-04-02 04:33:15 +0000 UTC,3,3,0,0,Antonio Bobet,Civil Engineering,2.9
